username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Jeanmat_;2019-04-18 23:04;0;0;"You're wrong on this one Twomad. Are you living in an area densely populated with immigrants / refugees like in France ? No. Have you not seen all the pictures of them smilling in front of the burning church? You're not well educated on this Twomad. Stick to gaming videos.";;;;"1118983721862991873";https://twitter.com/Jeanmat_/status/1118983721862991873
bananadook;2019-04-17 16:07;0;0;"Dude, a ton of French people aren’t white. About 40% of newborns in France between 2006 and 2008 had one foreign-born grandparent. You guys have a ton of immigrants & refugees that have claimed France as their new home. Also, you know that’s not what I mean by “white people.”";;;;"1118516307262099458";https://twitter.com/bananadook/status/1118516307262099458
GraWitMik;2019-04-17 14:10;0;1;"Refugees in need have 'some' immediate help. Immigrants must prove a period of residency, before accessing social aid/nhs/housing, etc. A lot of leavers don't realise this. I emigrated to France . If I return to UK I am an Immigrant , regardless of still paying tax in UK.";;;;"1118486959498907653";https://twitter.com/GraWitMik/status/1118486959498907653
iischristy;2019-04-17 07:41;1;2;"Immigrants / refugees : Can you help us? : We have to help our own before we help anyone else Flint MI: Our pipes. Louisiana: Our churches are destroyed. Bronx: Our housing. Puerto Rico: We need aid. : *stares in white supremacy * France : : We have to help France ! https:// twitter.com/thehill/status /1118192352072478720 …";;;;"1118388991651459072";https://twitter.com/iischristy/status/1118388991651459072
amnah0748;2019-04-17 02:35;0;1;"Marie Le Pen has hostile tendencies towards refugees and Arab immigrants in France and Macron provides the coalition with forbidden weapons. No difference between them ..They’re both hostile";;;;"1118312016165376000";https://twitter.com/amnah0748/status/1118312016165376000
reofiras;2019-04-17 00:52;1;0;"Unemployment rate in France fell 9.1 percent. Churches helping #refugees #Immigrants #Homeless Should you speak UP? Don't playing Dumb.";;;#refugees #Immigrants #Homeless;"1118286057278074882";https://twitter.com/reofiras/status/1118286057278074882
Sarojini;2019-04-16 20:34;0;2;"And just like that, like magic really, immigrants were suddenly welcomed into France and allowed to leave the squalor and inhuman treatment of unofficial Calais refugee camps https:// twitter.com/AP/status/1118 216976478945284 …";;;;"1118221138956627969";https://twitter.com/Sarojini/status/1118221138956627969
Ioafman;2019-04-16 19:49;0;0;"Social benefits = Such as? I disagree. Cultural links = We want to govern our own nation. Look what happened to Germany, France , overrun with " refugees " but really they're economic immigrants being a burden on the country.";;;;"1118209794962350081";https://twitter.com/Ioafman/status/1118209794962350081
Mo_Americanoid;2019-04-16 19:23;0;1;"In #esl class my student was indignant with all the commotion for a building while thousands of immigrants and refugees lead miserable lives in limbo in France itself #foodforthought #NotreDameCathedralFire pic.twitter.com/EUcIMSs5oR";;;#esl #foodforthought #NotreDameCathedralFire;"1118203170042318848";https://twitter.com/Mo_Americanoid/status/1118203170042318848
Ezio_Crypto;2019-04-16 14:12;0;1;"In France there is plenty for the poor. And for immigrants and refugees , sad it takes private donations to repair French heritage, hopefully Macron ponies up";;;;"1118124920976732160";https://twitter.com/Ezio_Crypto/status/1118124920976732160
tareksawah;2019-04-16 12:19;0;0;"If California with $2.5T GDP, which is equal to France 's .. can't take care of a few thousand refugees or immigrants .. then @cher and @realDonaldTrump can do so with their own net worth. & cut the BS";;@cher @realDonaldTrump;;"1118096668879130624";https://twitter.com/tareksawah/status/1118096668879130624
tetsumonchi;2019-04-16 09:49;2;0;"https:// youtu.be/1NJRxTGN8ss Muslims laughing at the burning of #NotreDame . . . . #france #paris #NotreDameCathedral #muslims #islam #immigration #immigrants #migrants #refugees #Multiculturalism #brexit #indyref2 #theresamay #snp #nicolasturgeon #auob #LeaveMeansLeave #PeoplesVote";;;#NotreDame #france #paris #NotreDameCathedral #muslims #islam #immigration #immigrants #migrants #refugees #Multiculturalism #brexit #indyref2 #theresamay #snp #nicolasturgeon #auob #LeaveMeansLeave #PeoplesVote;"1118058732657827840";https://twitter.com/tetsumonchi/status/1118058732657827840
Aspirant2020;2019-04-16 08:13;0;0;"So there you have it.The source of the fire was most surely the obvious individuals who are carrying out similar acts around the world.This is how France is repaid for its hospitality.Racism be damned—they should drop every single ‘ refugee ’ immigrant into the middle of the ocean. https:// twitter.com/mitchellvii/st atus/1117983004008304640 …";;;;"1118034742526529536";https://twitter.com/Aspirant2020/status/1118034742526529536
Framinosona;2019-04-16 06:56;0;1;"Again, history should not be an excuse for building walls but instead a reason not to. So you're comparing the line of cannons bunkers etc. defending France from the German tanks to a border wall to prevent refugees and immigrants to get in? You guys aren't invaded, stop that...";;;;"1118015253474893824";https://twitter.com/Framinosona/status/1118015253474893824
dykealectics;2019-04-16 02:46;0;2;"yeah it's not an organised coherent movement but in a large way it has fallen to reaction wrt antisemitic rhetoric/conspiracy and the demand to gut refugee & immigrant intake in a manifesto, as far as I can see France REALLY needs a worker's vanguard party to guide the revolution";;;;"1117952290399432704";https://twitter.com/dykealectics/status/1117952290399432704
JMichaelDixon;2019-04-16 01:14;0;1;"On a related note, concerning France and Europe, you need to understand that MANY mid east immigrant refugees have been coming to know the Lord Jesus! So that, of course, stirs up anger among their former religionist’s adherents.";;;;"1117929212072083459";https://twitter.com/JMichaelDixon/status/1117929212072083459
AzOtterman;2019-04-16 00:42;0;0;"How many Muslim immigrants - refugees are in France ? https:// twitter.com/AmyMek/status/ 1117840666585911298 …";;;;"1117921255653429248";https://twitter.com/AzOtterman/status/1117921255653429248
NeburaART;2019-04-15 22:57;48;204;"You must be the worst piece of shit if you, at this moment, are spreading hate, racism and xenophobia towards the immigrants and refugees in France . This is not a "It's the pain talking, they really don't mean it", to say this in such situation, you must be rotten to the core. pic.twitter.com/A7sc1QUy2X";;;;"1117894739959828480";https://twitter.com/NeburaART/status/1117894739959828480
DufusRigamaroll;2019-04-15 21:58;0;0;"Some historians note that in early days when France had a toehold in the Americas, their decision to exclude Huguenot refugees probably saved us all from speaking French today....Huguenots were industrious immigrants welcomed by others...to those nations credit...";;;;"1117879779103920128";https://twitter.com/DufusRigamaroll/status/1117879779103920128
BanGunFreeZones;2019-04-15 20:37;0;2;"Catholic Churches burning in France who allowed itself to be overrun with Muslim Immigrants & Refugees . France has gun bans & marshall law and STILL has mass shootings and terrorism by muslims. #IslamIsTheProblem know peace ban the death cult Islam worldwide.";;;#IslamIsTheProblem;"1117859413014896641";https://twitter.com/BanGunFreeZones/status/1117859413014896641
SahebChaudharyG;2019-04-15 13:01;0;0;"Wow...Right-Wing People and White Nationalists are "Extremists" but 9/11 Terrorists are "People" for you, what kind of mindset you have!! This is why @realDonaldTrump is against Illegal Immigrants & Refugees . See the Europe especially #France , Where Muslim Refugees are... https:// twitter.com/Ilhan/status/1 117611712679694336 …";;@realDonaldTrump;#France;"1117744852521762816";https://twitter.com/SahebChaudharyG/status/1117744852521762816
EditorPolitical;2019-04-14 18:04;0;3;"Feck I thought it was a struggling ' refugee ' flailing in the channel and have called the Immigrant rescue vessels. As if. They should all be sent straight back to France . Ps enjoy the DS mud, nice and sulphury!";;;;"1117458530771062784";https://twitter.com/EditorPolitical/status/1117458530771062784
kittensyzygy;2019-04-13 09:29;1;1;"Confirmation again that France 's treatment of migrants in #Calais and #Dunkirk violates human rights, breaking international law. #humanrights #refugees #migrants #immigrants #asylumseekers https://www. theguardian.com/world/2019/apr /12/un-france-dire-living-conditions-refugees-calais-migrants-human-rights …";;;#Calais #Dunkirk #humanrights #refugees #migrants #immigrants #asylumseekers;"1116966516828905472";https://twitter.com/kittensyzygy/status/1116966516828905472
Zephyr00512621;2019-04-12 23:38;0;1;"I know well enough the situation in Germany. Sorry to have to tell you but Mama Merkel has accepted to take many of the illegal immigrants (these are not refugees , Nigerians) on board the pirate ship Alan Kurdi. France is taking the rest. Good luck. https://www. timesofmalta.com/articles/view/ 20190412/local/france-offers-to-take-20-of-the-migrants-stuck-at-sea.707157 …";;;;"1116817787698188288";https://twitter.com/Zephyr00512621/status/1116817787698188288
vmurthy0AA;2019-04-12 09:48;0;1;"Dear Mr Over-educated_with_useless_knowledge, pl know that there is a difference between refugees & illegal immigrants . If u hv ever heard of this word "illegal immigrants ", pl ask yr friends in germany or france . Or ask Trump as why he wants to build that wall. Then sponsor it.";;;;"1116609020075200513";https://twitter.com/vmurthy0AA/status/1116609020075200513
MomOnTheVergeOf;2019-04-11 21:16;0;0;"France is not a nation of refugees . Its modern population was established back in the ice age, and is still fairly homogenous. The white, English-speaking population of N America only dates back about 400 years. We are nearly all immigrants , enslaved peoples notwithstanding.";;;;"1116419850019192833";https://twitter.com/MomOnTheVergeOf/status/1116419850019192833
DanFined;2019-04-10 22:56;0;0;"One final question, Rabbi. Look at W Europe. Anti-Semitic hate crimes skyrocketed in UK, France , Belgium, & Sweden primarily b/c of Islamic immigrants & refugees . Should we welcome immigrants to the US who come from countries/cultures that hate Jews? https://www. jpost.com/Opinion/Stop-t he-hypocrisy-Anti-Zionism-is-the-new-antisemitism-581046 …";;;;"1116082515813519360";https://twitter.com/DanFined/status/1116082515813519360
LarryASingleton;2019-04-10 03:23;0;0;"6) .....in Europe are destroying Germany, France , Britain, Sweden....now the "rape capital of the world" thanks to the Left's precious " refugees " and "migrants/ immigrants ". Read Soeren Kern's articles at Gatestone Institute. "The Islamazation of.....Europe, Britain, Germany......";;;;"1115787357171605504";https://twitter.com/LarryASingleton/status/1115787357171605504
siemkew;2019-04-08 00:47;0;0;"“Manus Island’s facility is a sort of mashup of France ’s Devil Island and the United States’ Alcatraz Island, a combined unescapable penal colony for non-criminal immigrants ...” #humanrights #refugees #auspol #bringthemhere #manus #nauru https:// twitter.com/AmandaPerram/s tatus/1115004229440040960 …";;;#humanrights #refugees #auspol #bringthemhere #manus #nauru;"1115023360759459840";https://twitter.com/siemkew/status/1115023360759459840
IamLita;2019-04-07 16:48;0;1;"July 1938, delegates from 32 nations met in France w/ representatives from dozens of relief organizations & hundreds of reporters. Delegates expressed sorrow over the growing number of refugees & deportees The Dominican Republic was the only country to accept Jewish immigrants .";;;;"1114902729070010370";https://twitter.com/IamLita/status/1114902729070010370
ColetonEmr;2019-04-07 16:26;1;11;"France : Beats their own people. Also France : Rolls out the red carpet for Immigrants and Refugees .";;;;"1114897315934998530";https://twitter.com/ColetonEmr/status/1114897315934998530
3To3;2019-04-07 09:34;0;0;"RT if you want France to request the return of the Statue of Liberty due to current president’s appalling treatment of refugees and immigrants pic.twitter.com/my5WlmPWNl";;;;"1114793614083809280";https://twitter.com/3To3/status/1114793614083809280
LWhatewatch;2019-04-04 22:00;0;0;"https:// youtu.be/7aVAARwrpLM Algerian immigrants /" refugees " physically harass and assault a transwoman in France #StopTheLeft #NPC #OrangeManBad #TheTolerantLeft #RefugeeCrisis #France #Immigration #SargonofAkkad #SJW #Transphobia";;;#StopTheLeft #NPC #OrangeManBad #TheTolerantLeft #RefugeeCrisis #France #Immigration #SargonofAkkad #SJW #Transphobia;"1113894245117648901";https://twitter.com/LWhatewatch/status/1113894245117648901
ModernTamerlane;2019-03-31 06:31;0;0;"He hates immigrants and refugees and the only example he can give is of French born terrorists carrying out an attack in France racist bigot and stupid. Gosh I see he works for Immigration NZ. Wtf?";;;;"1112210787513200640";https://twitter.com/ModernTamerlane/status/1112210787513200640
dave_dstewart;2019-03-30 16:11;1;9;"Well maybe the UK should say, let France and Germany leave then it will be a really cool place. France can keep all the illegal immigrants , Germany has dibs on ISIS refugees . British culture is no longer diluted - in the words of Del Trotter Bonnet de douche";;;;"1112009406835646471";https://twitter.com/dave_dstewart/status/1112009406835646471
IronedTrackies;2019-03-29 23:26;0;6;"So aside from a fundamental grasp of demography you're lacking, say any of this was remotely true. Who is going to keep infrastructure going in the UK as an ageing population reaches pensioner years? Germany and France have welcomed immigrants and refugees , to their benefit.";;;;"1111756616058048512";https://twitter.com/IronedTrackies/status/1111756616058048512
efoolution;2019-03-25 22:19;0;2;"German Immigrant in the Netherlands here. France before that. My Parents never left the country for longer than 4 weeks at a time. My mother was a refugee from the GDR (DDR) though. But I guess that doesn't count ... pic.twitter.com/XSOHDer305";;;;"1110290236918124546";https://twitter.com/efoolution/status/1110290236918124546
rast8;2019-03-25 07:20;0;0;"Free movement is my right to work & move across the EU without settling permanently, try emigrating to France permanently, huge difference how will leaving EU stop refugees or immigrants arriving from outside the EU? Import export tariffs tax? try importing & exporting to the US";;;;"1110063866799706112";https://twitter.com/rast8/status/1110063866799706112
Rev_Enton;2019-03-21 06:52;0;1;"They are more than immigrants , these are refugees who are fleeing war. Have you been to Paris lately. It’s flooded with thousands of people sleeping on the streets and it smells like piss. I don’t think France was ready to accept them.";;;;"1108607231740776448";https://twitter.com/Rev_Enton/status/1108607231740776448
singmolly4;2019-03-19 18:42;0;1;"These ghettos were taken over by Muslim immigrants . The French police won’t even go into some. Some run on sharia law & have honor killings. France (&germany) failed to institute a support network to integrate the influx of refugees / immigrants . It’s really a complicated subject";;;;"1108061234421616640";https://twitter.com/singmolly4/status/1108061234421616640
absolutelyflab1;2019-03-18 17:39;0;0;"if you would research that, u would discover that at least in Netherlands, Belgium, France , Germany and UK practically all terroristic attacks were commited by 2nd or 3rd generation immigrants , which in a way has nothing to do with the refugee -situation of the past 20 years";;;;"1107682906254774274";https://twitter.com/absolutelyflab1/status/1107682906254774274
Ioafman;2019-03-17 21:58;0;0;"I was referring to when you said Sadiq with the mayor point! Yes Javid nęęds to rectify the illegals who pöse as " refugees " in an attempt to enter our country from Françe , when clęarly the vast majority are economic immigrants !";;;;"1107385823031369735";https://twitter.com/Ioafman/status/1107385823031369735
auroralopez;2019-03-17 16:20;0;0;"I would like to welcome my #immigrant and #refugee friends to #Guatemala : #Venezuela #Nicaragua #UnitedStates #Ireland #Spain #France #Canada #Italy #Germany and many more #welcome";;;#immigrant #refugee #Guatemala #Venezuela #Nicaragua #UnitedStates #Ireland #Spain #France #Canada #Italy #Germany #welcome;"1107300684385394690";https://twitter.com/auroralopez/status/1107300684385394690
Asaad20;2019-03-16 06:30;0;0;"Actually according to recent news it says that he enjoyed pakistan a lot, what has affected him and made him a terrorist was when he visited France and saw a lot of immigrants and refugees and when the stockholm terror attack that happened in 2017";;;;"1106789698247090177";https://twitter.com/Asaad20/status/1106789698247090177
SnekWings;2019-03-16 01:45;0;0;"You shot flares at a boat full of immigrants . You went around a refugee camp in France , demanding the inhabitants of that camp, where they were from. You’ve made a “career” attacking Muslims and pushing white supremacist talking points. Shut the hell up. https:// twitter.com/Lauren_Souther n/status/1106387887736549377 …";;;;"1106718065708851201";https://twitter.com/SnekWings/status/1106718065708851201
MCanadaUnited;2019-03-12 06:41;14;13;"Germany has fallen, UK has fallen, France has fallen...Who is next? Don't wait before it is too late, vote @MaximeBernier @peoplespca to cancel UN refugee decoy, secure our boarders, welcome skilled immigrants who respect CND value, not wolf in sheep coat! https:// twitter.com/AmyMek/status/ 1105317344077725697 …";;@MaximeBernier @peoplespca;;"1105343155593854976";https://twitter.com/MCanadaUnited/status/1105343155593854976
MalcolmCowing;2019-03-09 09:49;0;0;"‘Second division country’ bullshit! If it were we would not be on every potential immigrant and refugee hit list! Try #France #Greece and #Italy for second divisions countries thanks to #EU ! https:// twitter.com/rorybremner/st atus/1103683325695352833 …";;;#France #Greece #Italy #EU;"1104303174343626752";https://twitter.com/MalcolmCowing/status/1104303174343626752
jc_mengui;2019-03-07 20:42;0;0;"Une chose qu'il ne faut pas oublier... 'Il ne faut pas oublier tout ce que les immigrés ont apporté à La France , les Picasso, Béart, Cioran...C'est une chance extraordinaire pour la France . Il y a peut-être parmi eux de futurs Aznavour, qui sait ?' #Refugees #Immigrants #europe";;;#Refugees #Immigrants #europe;"1103742689835732994";https://twitter.com/jc_mengui/status/1103742689835732994
JackChristy93;2019-03-07 06:14;0;0;"Despite the UK polling really well for acceptance of refugees / immigrants , often ahead of France /Germany/Australia, Brexit has given birth to a false marrative that reflects terribly on the country. It's a sad state.";;;;"1103524341705248769";https://twitter.com/JackChristy93/status/1103524341705248769
Rescripsi;2019-03-06 18:59;0;1;"Christianity has nothing to do with selfdestruction. As the UN admitted, 97% of the immigrants are no refugees . Many of them are barbarians who hate you and only want your money. Stop being so naive and take a look in Sweden, UK, Germany, France , Belgium.";;;;"1103354329816354817";https://twitter.com/Rescripsi/status/1103354329816354817
librarygary;2019-03-06 02:34;0;0;"Also how are reparations determined? People that are only directly descended from slaves? What about refugee / immigrant poc? If you're here now being negatively affected by structural racism and racist policy but you're from Senegal do you have to get your reparations from France ?";;;;"1103106552712519680";https://twitter.com/librarygary/status/1103106552712519680
SAINTSGUS;2019-03-05 09:01;0;0;"Tony Blair & his PC buddies made life so cosy for immigrants & " refugees ". People say its the EU but its not. It successive stupid goverments in UK. No such issues in Greece or Spain or France or Italy. They hate EU for different reasons";;;;"1102841532883845120";https://twitter.com/SAINTSGUS/status/1102841532883845120
2ndArtillery;2019-03-03 06:50;0;1;"The US has shot warning shots at illegal immigrants from Florida to California. In France in Calais where many refugees are trying to flee to Britain and even Germany. It’s even shown in MSM and the lies you listen too but you deny";;;;"1102083696549478406";https://twitter.com/2ndArtillery/status/1102083696549478406
dervishgirl1;2019-03-02 18:58;0;0;"We do not share the same history of France or Germany. We are a country of immigrants & our economy and population is dependent on immigrants . CDN refugees are mostly UN referred & have been extensively screened for security unlike the millions of migrants crossing into Europe./1";;;;"1101904529094819841";https://twitter.com/dervishgirl1/status/1101904529094819841
Phaelon80;2019-03-02 18:09;1;2;"Italian Democrat Dictionary 1) 2% deficit under Yellow-Green Gov: Insult to EU (limit 3%) 2) 3.5% deficit of France : They can (limit 3%) 3) Border Check: Antiquate 4) Illegal Immigrants = Refugees (???) 5) Italians = Fascists 6) Unemployed = Choosy 6) EU = there's no alternative";;;;"1101892400774086657";https://twitter.com/Phaelon80/status/1101892400774086657
Julie07776921;2019-02-27 10:42;0;1;"Since we joined the EU we have had too many immigrants sent to us by them or they have made their way here by lorry, boat from France ! Once here as a refugee they are entitled to money, housing, medicine,interpreters,their children are put into schools all to the tax payers cost.";;;;"1100692699290759168";https://twitter.com/Julie07776921/status/1100692699290759168
Kkaiserrr;2019-02-25 13:46;0;0;"A few hundred refugees ? They aint refugees fella they are coming from France which is a safe country refugees must take harbour in first safe country they come to these are illegal immigrants and should be deported back there and good on him for Revoking a Jihadi warriors prize";;;;"1100014204235497472";https://twitter.com/Kkaiserrr/status/1100014204235497472
johncruttenden;2019-02-25 12:53;0;0;"Paris 2019 #travelphotography #traveller #photography #refugeeswelcome #refugees #paris #france #eu #smoke #fire #immigrants #migrants #migrantswelcome https://www. instagram.com/j_cruttenden/p /BuTcYaUH9vG/?utm_source=ig_twitter_share&igshid=9jv3qitj0wr5 …";;;#travelphotography #traveller #photography #refugeeswelcome #refugees #paris #france #eu #smoke #fire #immigrants #migrants #migrantswelcome;"1100000955968380928";https://twitter.com/johncruttenden/status/1100000955968380928
KenKolke;2019-02-24 18:41;0;0;"Just think about this: Russia, China, Untied States are destined to Meet at the Table. This scares the holy shit out of the rest of the World leaders. It shouldn't. What is scary is GB & France loosing their Military assets to invading forces- ( Immigrants - Refugees )";;;;"1099725980007104514";https://twitter.com/KenKolke/status/1099725980007104514
latner_saundra;2019-02-23 20:52;0;0;"She says President Trump hates 'legal' immigration? Lies! It is "illegal immigrants he disapproves of She came here as a refugee , Not an immigrant . But she came legally. And torture? She is as asinine as her "sister" AOC";;;;"1099396587162357761";https://twitter.com/latner_saundra/status/1099396587162357761
DeniseDoris59;2019-02-23 19:11;0;1;"May has made assurances for EU nationals living here, and as far as France goes it’s a bloody joke. They’ll let in 3rd world immigrants & refugees w/out paperwork";;;;"1099371287833649153";https://twitter.com/DeniseDoris59/status/1099371287833649153
ID14567789;2019-02-22 22:52;0;0;"immigrants ? sure they do..... Azis did not think of staying in France , because he speaks English, has relatives in the UK, and because the UK government helps refugees , he says. "They give houses and everything," he says. "In France it isn't like that. https://www. bbc.co.uk/news/stories-4 7284426 …";;;;"1099064436940251136";https://twitter.com/ID14567789/status/1099064436940251136
redvine808;2019-02-22 13:57;0;1;"Refugees allowed in by government is different than illegals coming in breaking the law. Immigrants who enter lawfully are not the same as illegals. Illegals aren't refugees . Illegals aren't lawful immigrants !!! Illegals are CRIMINALS NOT WELCOME HERE!!!!!";;;;"1098929857545695233";https://twitter.com/redvine808/status/1098929857545695233
xyz_topia;2019-02-22 05:11;0;1;"You're right & that was optics, esp after Trump's hateful immigration policies. I'd like to think it shows Cdn values. I can't fathom what immigrants , esp refugees , experience. Canada is built on immigrants . My grandparents/ great-grandparents are from Ireland, France & Scotland.";;;;"1098797300871131136";https://twitter.com/xyz_topia/status/1098797300871131136
juezmetropolis;2019-02-21 23:05;0;0;"France should protect it's borders,No more immigrants and refugees from Africa and middle East. @EmmanuelMacron @KTHopkins @theresa_may @matteosalvinimi @BasedPoland @lemondefr @AMike4761 @CNNPolitics https:// twitter.com/MLP_officiel/s tatus/1098703695808786432 …";;@EmmanuelMacron @KTHopkins @theresa_may @matteosalvinimi @BasedPoland @lemondefr @AMike4761 @CNNPolitics;;"1098705390315933696";https://twitter.com/juezmetropolis/status/1098705390315933696
kevbagnall;2019-02-21 17:19;0;0;"Foreigners, and I’ll tell you why. If I go Italy, I want to see Italians and their way of life, same with Germany, France , Scotland etc. Countries are loosing their identity. And being classed as racist or populist for it. But I’m happy to help refugees , immigrants etc.";;;;"1098618224911044610";https://twitter.com/kevbagnall/status/1098618224911044610
johncruttenden;2019-02-21 11:30;0;0;"Paris 2019 #paris #france #tents #refugees #immigrants #documentaryphotography #photojornalism #eu #refugeeswelcome #story #portedelachapelle #photography #travelphotography … https://www. instagram.com/j_cruttenden/p /BuI_romnVTv/?utm_source=ig_twitter_share&igshid=10zgqan14mpoi …";;;#paris #france #tents #refugees #immigrants #documentaryphotography #photojornalism #eu #refugeeswelcome #story #portedelachapelle #photography #travelphotography;"1098530468717158400";https://twitter.com/johncruttenden/status/1098530468717158400
CanadianPatri20;2019-02-17 01:30;1;1;"What I see is a double standard in France , when the immigrants or refugees riot and burn down the streets the cops stand guard and let it happen. When the French do the same they get beaten and arrested";;;;"1096929802781683712";https://twitter.com/CanadianPatri20/status/1096929802781683712
CarlBarrel;2019-02-16 01:59;2;2;"you don’t believe it take a look at Europe no boarders No regulation of immigrants , it’s a disaster. Crime rate has exploded and Islamic Refugees are getting more each day Country’s like France and Germany almost lost control.If you don’t follow Mainstream they call you a Nazi";;;;"1096574823218798592";https://twitter.com/CarlBarrel/status/1096574823218798592
NBdon1;2019-02-15 20:42;0;0;"Well done Teresa May. She was Home Secretary before PM. She has an idealistic agenda. Germany, Sweden and France amongst many other EU countries are trying to integrate more refugees / immigrants . It is a shame on our country.";;;;"1096495009409495042";https://twitter.com/NBdon1/status/1096495009409495042
vmorkevicius;2019-02-15 17:43;0;0;"And the language of invasion has been used (and is still used) to justify restrictive immigration and refugee policies -- and sometimes even to encourage violence against immigrants and refugees -- in France , the Netherlands, Spain, Italy, and elsewhere...";;;;"1096449889846857729";https://twitter.com/vmorkevicius/status/1096449889846857729
pamelacurr;2019-02-15 01:33;0;0;"Illegal Reunion Island immigrants to return today - Sri Lanka news Refugee Boats from SriLanka arriving on French territory 9000 klms from France";;;;"1096205897183838209";https://twitter.com/pamelacurr/status/1096205897183838209
AntonioDonie;2019-02-15 00:10;0;0;"True Germany France Britain have all taken in more refugees and yet the percentage of our population that is foreign born is significantly higher in fact we have taken more our fair share of immigrants";;;;"1096184821842358272";https://twitter.com/AntonioDonie/status/1096184821842358272
Lonnie_Lala;2019-02-14 02:39;1;2;"The Nazi's have taken over in France ! #MacronandMerkelMustGo This is what has started to happen in America with Democrats refusing to secure our borders they are letting in the same Criminal refugees and illegal immigrants that they let in Europe where white women are raped daily https:// twitter.com/SocialM8589739 4/status/1094683435682156544 …";;;#MacronandMerkelMustGo;"1095859946581823488";https://twitter.com/Lonnie_Lala/status/1095859946581823488
CogitatioMaC;2019-02-12 14:29;1;0;"This study examines how household composition and news media consumption and trust are related to attitudes towards two #minority groups— immigrants and refugees —in a representative sample of the adult population in Belgium, Sweden, France , and the Netherlands.";;;#minority;"1095313925594333186";https://twitter.com/CogitatioMaC/status/1095313925594333186
Ninmar_ABRAHAM;2019-02-11 12:41;0;0;"People ask me why I have accent when I speak French, I tell them that’s true I have accent because I speak 3 other languages. #Immigrant #Refugee #france #fluent #syrian";;;#Immigrant #Refugee #france #fluent #syrian;"1094924265483354113";https://twitter.com/Ninmar_ABRAHAM/status/1094924265483354113
Liberte_info;2019-02-09 18:13;1;1;"As long as the #GiletsJaunes are not extending actual (not abstract) solidarity to France 's former colonies, refugees , immigrants , & non-White French, on whom they feasted for decades, then their demands for their 'rights' will only be demands for the restoration of privileges. https:// twitter.com/zerohedge/stat us/1094272637717671938 …";;;#GiletsJaunes;"1094283089801605125";https://twitter.com/Liberte_info/status/1094283089801605125
BatofGotham1997;2019-02-07 16:08;1;1;"But they are not graduated scientists from Harvard university. Immigrants are a very complicated procedure today in all countries.if you think he is being cruel why don't you take a look at Australia and the refugee camps they have built(it looks like #Auschwitz ) or France .";;;#Auschwitz;"1093526849274159105";https://twitter.com/BatofGotham1997/status/1093526849274159105
athenogenes;2019-02-07 03:34;0;0;"even in the post-WWII era France was building up its welfare state even as it actively recruited immigrants from all over its former colonies and solicited applications for refugee admission";;;;"1093337274778116096";https://twitter.com/athenogenes/status/1093337274778116096
Peterpanohno;2019-02-06 10:14;0;0;"WELCOME REFUGEES The mainstream media are reporting that traffickers are charging £10, 000 each to ferry immigrants from France to Britain.... .. ...........can't be all that poor and needy and in dire need of help. Look at all the women and children too..... pic.twitter.com/ITFqxJzf26";;;;"1093075488904564737";https://twitter.com/Peterpanohno/status/1093075488904564737
nyashaneta;2019-02-04 19:38;0;0;"France has been taking on refugees for yrs before Germany. I know this. There's way more immigrants in France than Germany. Work out why. All you know is recent influx from Syria.";;;;"1092492541658845185";https://twitter.com/nyashaneta/status/1092492541658845185
IdreezyLeon;2019-02-04 10:09;0;1;"u dont see the reason don't you?.in return France accept immigrants and refugees . they treat them well";;;;"1092349332970450944";https://twitter.com/IdreezyLeon/status/1092349332970450944
scottgalaska;2019-02-03 19:56;0;0;"I don't believe that people are Hating Muslim refugees or immigrants . I believe that they are concerned about allowing just anyone in. If you look at the country's which opened their borders to Muslims without background checks. They are a mess. France and England, are just 2";;;;"1092134684245471232";https://twitter.com/scottgalaska/status/1092134684245471232
